Date,AJK_Recovered,AJK_Deaths,"AJK Total 
Positive","AJK
Total 
Infected",Balochistan_Recovered,Balochistan_Deaths,"Balochistan
Total 
Positive","Balochistan Total 
Infected",GB_Recovered,GB_Deaths,"GB Total
Positive","GB Total 
Infected",Islamabad_Recovered,Islamabad_Deaths,"Islamabad 
Total 
Positive","Islamabad_Total 
Infected",KP_Recovered,KP_Deaths,"KP Total 
Positive","KP Total 
Infected",Punjab_Recovered,Punjab_Deaths,"Punjab 
Total P","Punjab 
Total 
Infected",Sindh_Recovered,Sindh_Deaths,"Sindh 
Total P","Sindh
Total 
Infected"
29-Jun-21,19247,582,"20,256",427,25979,307,"27,083",797,5728,111,"6,060",221,80885,776,"82,619",958,131698,4311,"137,831","1,822",326669,10740,"346,036","8,627",311779,5427,"336,507","19,301"
30-Jun-21,19287,582,"20,293",424,26136,308,"27,145",701,5728,111,"6,098",259,80924,777,"82,652",951,132087,4316,"137,951","1,548",326994,10747,"346,180","8,439",312337,5440,"337,052","19,275"
1-Jul-21,19307,583,"20,343",453,26170,309,"27,178",699,5735,111,"6,138",292,80955,779,"82,706",972,132249,4320,"138,068","1,499",327168,10755,"346,301","8,378",312736,5464,"337,674","19,474"
2-Jul-21,19332,583,"20,405",490,26241,309,"27,242",692,5748,111,"6,239",380,80978,779,"82,779","1,022",132333,4324,"138,179","1,522",327422,10761,"346,454","8,271",313376,5478,"338,387","19,533"
3-Jul-21,19366,586,"20,458",506,26297,310,"27,295",688,5763,111,"6,331",457,81014,779,"82,845","1,052",132393,4329,"138,306","1,584",327686,10767,"346,582","8,129",313868,5497,"339,268","19,903"
4-Jul-21,19399,586,"20,505",520,26331,312,"27,387",744,5824,111,"6,394",459,81044,779,"82,916","1,093",132494,4336,"138,421","1,591",327753,10772,"346,728","8,203",314439,5512,"339,962","20,011"
5-Jul-21,19424,588,"20,558",546,26413,312,"27,419",694,5835,111,"6,427",481,81072,780,"82,969","1,117",132618,4340,"138,533","1,575",327976,10776,"346,852","8,100",314596,5520,"340,902","20,786"
6-Jul-21,19462,589,"20,588",537,26517,315,"27,445",613,5843,111,"6,504",550,81123,780,"83,048","1,145",132683,4343,"138,616","1,590",328083,10786,"347,014","8,145",314937,5528,"341,275","20,810"
7-Jul-21,19502,589,"20,641",550,26568,315,"27,502",619,5851,111,"6,574",612,81152,781,"83,155","1,222",132840,4346,"138,727","1,541",328834,10791,"347,180","7,555",315378,5536,"342,228","21,314"
8-Jul-21,19543,590,"20,728",595,26568,315,"27,502",619,6040,111,"6,639",488,81170,781,"83,259","1,308",133004,4346,"138,855","1,505",328401,10798,"347,347","8,148",315883,5552,"343,303","21,868"
9-Jul-21,19590,591,"20,811",630,26664,317,"27,781",800,6099,111,"6,700",490,81210,782,"83,400","1,408",133102,4348,"139,008","1,558",328437,10805,"347,553","8,311",316281,5566,"344,223","22,376"
10-Jul-21,19625,594,"20,935",716,26751,317,"27,863",795,6099,111,"6,769",559,81247,782,"83,513","1,484",133159,4353,"139,162","1,650",328554,10815,"347,793","8,424",316860,5583,"345,269","22,826"
11-Jul-21,19657,594,"21,067",816,26769,317,"27,961",875,6101,111,"6,851",639,81278,783,"83,647","1,586",133220,4359,"139,313","1,734",328767,10819,"348,085","8,499",317411,5599,"346,360","23,350"
12-Jul-21,19700,594,"21,180",886,26834,317,"27,994",843,6189,111,"6,904",604,81324,784,"83,764","1,656",133321,4362,"139,463","1,780",328838,10822,"348,309","8,649",317667,5607,"347,478","24,204"
13-Jul-21,19737,595,"21,256",924,27078,317,"28,321",926,6215,111,"6,972",646,81393,785,"83,831","1,653",133372,4365,"139,593","1,856",328969,10832,"348,509","8,708",317841,5613,"348,385","24,931"
14-Jul-21,19779,595,"21,392","1,018",26948,317,"28,434","1,169",6255,113,"7,044",676,81451,786,"83,956","1,719",133522,4371,"139,710","1,817",329012,10839,"348,725","8,874",318976,5621,"349,586","24,989"
15-Jul-21,19825,596,"21,481","1,060",27032,317,"28,588","1,239",6273,113,"7,163",777,81508,787,"84,083","1,788",133736,4377,"139,960","1,847",329203,10852,"349,111","9,056",318796,5647,"351,006","26,563"
16-Jul-21,19859,597,"21,632","1,176",27082,318,"28,704","1,304",6293,113,"7,210",804,81570,787,"84,266","1,909",133736,4377,"139,960","1,847",329344,10856,"349,475","9,275",319445,5672,"352,472","27,355"
17-Jul-21,19912,598,"21,811","1,301",27153,319,"28,884","1,412",6315,114,"7,288",859,81671,787,"84,399","1,941",133974,4380,"140,293","1,939",329478,10865,"349,890","9,547",319826,5697,"354,103","28,580"
18-Jul-21,19952,601,"21,989","1,436",27190,319,"29,080","1,571",6355,116,"7,362",891,81780,787,"84,563","1,996",134044,4385,"140,560","2,131",329627,10871,"350,259","9,761",320250,5702,"355,462","29,510"
19-Jul-21,19995,601,"22,116","1,520",27261,319,"29,110","1,530",6432,117,"7,414",865,81878,787,"84,722","2,057",134144,4386,"140,818","2,288",329756,10881,"350,618","9,981",320600,5720,"356,929","30,609"
20-Jul-21,20258,602,"22,192","1,332",27340,319,"29,190","1,531",6510,120,"7,510",880,81934,787,"84,842","2,121",134285,4391,"140,962","2,286",329875,10892,"351,000","10,233",321093,5737,"358,176","31,346"
21-Jul-21,20117,605,"22,339","1,617",27412,320,"29,242","1,510",6607,122,"7,535",806,82030,788,"85,028","2,210",134433,4397,"141,138","2,308",330004,10900,"351,345","10,441",321431,5756,"359,824","32,637"
22-Jul-21,20173,606,"22,538","1,759",27500,320,"29,301","1,481",6607,122,"7,551",822,82085,788,"85,179","2,306",134499,4402,"141,288","2,387",330288,10906,"351,592","10,398",321770,5784,"361,160","33,606"
23-Jul-21,20246,608,"22,592","1,738",27631,321,"29,357","1,405",6640,122,"7,607",845,82176,789,"85,230","2,265",134549,4405,"141,359","2,405",330301,10909,"351,707","10,497",321929,5785,"362,182","34,468"
24-Jul-21,20313,609,"22,685","1,763",27692,322,"29,451","1,437",6848,122,"7,639",669,82333,790,"85,351","2,228",134650,4411,"141,495","2,434",330528,10924,"352,153","10,701",322418,5739,"363,101","34,944"
25-Jul-21,20369,610,"22,886","1,907",27730,322,"29,494","1,442",6877,122,"7,702",703,82479,792,"85,519","2,248",134731,4417,"141,627","2,479",330986,10939,"352,682","10,757",322786,5814,"364,784","36,184"
26-Jul-21,20415,610,"23,093","2,068",27875,325,"29,571","1,371",6945,123,"7,747",679,82628,793,"85,780","2,359",134962,4420,"141,925","2,543",331189,10944,"353,238","11,105",323585,5833,"367,092","37,674"
27-Jul-21,20476,614,"23,203","2,113",28029,326,"29,681","1,326",6962,124,"7,798",712,82721,796,"85,947","2,430",135106,4423,"142,139","2,610",331222,10964,"353,695","11,509",324206,5840,"369,245","39,199"
28-Jul-21,20561,618,"23,370","2,191",28119,326,"29,861","1,416",7009,127,"7,896",760,82848,796,"86,226","2,582",135606,4428,"142,400","2,366",331433,10978,"354,312","11,901",330166,5860,"371,762","35,736"
29-Jul-21,20656,620,"23,631","2,355",28463,326,"30,019","1,230",7016,133,"7,935",786,82992,797,"86,602","2,813",135687,4435,"142,799","2,677",331704,10995,"354,904","12,205",330836,5903,"374,434","37,695"
30-Jul-21,20739,622,"23,819","2,458",28693,327,"30,162","1,142",7063,137,"8,008",808,83115,799,"86,945","3,031",135846,4444,"143,213","2,923",332078,11019,"355,483","12,386",331309,5947,"377,231","39,975"
31-Jul-21,20840,622,"24,145","2,683",28811,328,"30,289","1,150",7118,141,"8,096",837,83234,801,"87,304","3,269",135930,4456,"143,673","3,287",332429,11041,"356,211","12,741",331802,5971,"380,093","42,320"
1-Aug-21,20958,625,"24,501","2,918",28872,328,"30,432","1,232",7151,144,"8,156",861,83332,803,"87,699","3,564",136107,4462,"144,264","3,695",332830,11059,"356,920","13,031",332409,6001,"382,865","44,455"
2-Aug-21,21105,628,"24,891","3,158",28975,328,"30,502","1,199",7252,147,"8,212",813,83443,803,"88,093","3,847",136270,4468,"144,848","4,110",333198,11067,"357,735","13,470",332777,6021,"385,414","46,616"
3-Aug-21,21263,633,"25,034","3,138",29022,328,"30,627","1,277",7252,147,"8,212",813,83567,804,"88,344","3,973",136477,4477,"145,306","4,352",333529,11083,"358,387","13,775",333201,6057,"387,261","48,003"
4-Aug-21,21425,634,"25,301","3,242",29065,328,"30,749","1,356",7366,147,"8,391",878,83766,806,"88,676","4,104",136675,4487,"145,862","4,700",333882,11104,"359,321","14,335",333650,6069,"389,699","49,980"
5-Aug-21,21605,636,"25,778","3,537",29074,329,"30,880","1,477",7467,148,"8,473",858,83918,807,"89,117","4,392",136868,4495,"146,485","5,122",334305,11122,"360,494","15,067",339379,6089,"392,433","46,965"
6-Aug-21,21791,639,"26,086","3,656",29193,330,"30,967","1,444",7575,150,"8,551",826,84143,809,"89,569","4,617",137039,4507,"147,026","5,480",334599,11141,"361,458","15,718",340371,6126,"394,748","48,251"
7-Aug-21,21908,641,"26,421","3,872",29310,331,"31,069","1,428",7622,150,"8,615",843,84519,811,"90,093","4,763",137290,4524,"147,452","5,638",334807,11172,"362,557","16,578",344035,6168,"396,918","46,715"
8-Aug-21,22061,645,"26,874","4,168",29351,331,"31,138","1,456","7,656",152,"8,703",895,84886,814,"90,503","4,803",137575,4540,"147,973","5,858",335079,11194,"363,644","17,371",345031,6189,"398,745","47,525"
9-Aug-21,22323,646,"27,288","4,319",29442,331,"31,177","1,404",7731,153,"8,796",912,85056,816,"90,660","4,788",137906,4556,"148,619","6,157",335530,11201,"364,680","17,949",346416,6215,"400,400","47,769"
10-Aug-21,22488,650,"27,507","4,369",29712,332,"31,234","1,190",7845,157,"8,876",874,85365,821,"91,217","5,031",138126,4570,"149,056","6,360",336078,11239,"365,824","18,507",347459,6235,"401,790","48,096"
11-Aug-21,22651,654,"27,899","4,594",29890,332,"31,298","1,076",7885,158,"8,941",898,85697,822,"91,672","5,153",138780,4588,"149,532","6,164",336687,11256,"367,054","19,111",349608,6275,"403,964","48,081"
12-Aug-21,22819,658,"28,347","4,870",30045,332,"31,341",964,7925,161,"9,043",957,86013,824,"92,233","5,396",139213,4604,"150,026","6,209",337296,11292,"368,195","19,607",351579,6316,"406,109","48,214"
14-Aug-21,23300,662,"28,982","5,020",30259,332,"31,507",916,8077,162,"9,228",989,86623,830,"93,339","5,886",140296,4640,"151,466","6,530",338671,11329,"370,599","20,599",356528,6384,"409,578","46,666"
15-Aug-21,23483,664,"29,187","5,040",30321,334,"31,556",901,8186,163,"9,316",967,87039,831,93783,"5,913",140750,4564,"152,197","6,883",339381,11347,"371,605","20,877",357635,6413,"410,766","46,718"
16-Aug-21,23700,666,"29,452","5,086",30431,335,"31,583",817,8216,164,"9,396","1,016",87453,834,"94,108","5,821",141041,4668,"152,625","6,916",340112,11372,"372,750","21,266",358060,6439,"412,165","47,666"
17-Aug-21,23955,669,"29,593","4,969",30535,335,"31,632",762,8322,166,"9,442",954,87875,837,"94,402","5,690",141379,4679,"153,134","7,076",340769,11412,"373,718","21,537",360469,6475,"413,379","46,435"
18-Aug-21,24240,672,"29,790","4,878",30631,335,"31,686",720,8403,168,"9,482",911,88338,837,"94,714","5,539",142134,4696,"153,836","7,006",341415,11434,"374,916","22,067",361265,6497,"414,850","47,088"
19-Aug-21,24569,672,"30,111","4,870",30733,335,"31,726",658,8465,169,"9,526",892,88700,839,"95,196","5,657",142876,4714,"154,606","7,016",342172,11455,"376,252","22,625",361888,6529,"416,230","47,813"
20-Aug-21,24837,672,"30,314","4,805",30806,335,"31,755",614,8465,169,"9,526",892,89062,842,"95,491","5,587",143176,4730,"155,153","7,247",342935,11479,"377,208","22,794",363149,6556,"417,439","47,734"
21-Aug-21,25192,675,"30,423","4,556",30873,335,"31,781",573,8665,169,"9,579",745,89475,848,"95,709","5,386",143573,4750,"155,712","7,389",343845,11505,"378,288","22,938",364455,6566,"418,478","47,457"
22-Aug-21,25502,678,"30,597","4,417",30887,335,"31,819",597,8746,170,"9,617",701,89703,851,"96,030","5,476",144132,4772,"156,365","7,461",344850,11527,"379,574","23,197",365735,6590,"419,810","47,485"
23-Aug-21,25881,680,"30,746","4,185",30988,335,"31,845",522,8828,170,"9,656",658,89935,852,"96,390","5,603",144693,4797,"157,148","7,658",345862,11557,"380,844","23,425",366475,6612,"420,955","47,868"
24-Aug-21,26277,685,"30,865","3,903",31046,336,"31,865",483,8894,170,"9,687",623,90234,852,"96,771","5,685",145144,4819,"157,721","7,758",346683,11605,"382,332","24,044",367241,6627,"422,418","48,550"
25-Aug-21,26562,686,"31,087","3,839",31084,338,"31,928",506,9067,171,"9,739",501,90495,855,"96,980","5,630",145804,4839,"158,243","7,600",347698,11633,"383,742","24,411",368724,6713,"424,139","48,702"
26-Aug-21,26843,688,"31,294","3,763",31173,338,"32,014",503,9105,171,"9,769",493,90729,856,"97,542","5,957",146629,4859,"158,964","7,476",348729,11666,"385,258","24,863",369639,6742,"425,570","49,189"
27-Aug-21,27213,689,"31,478","3,576",31173,338,"32,014",503,9142,172,"9,795",481,91203,860,"97,956","5,893",147052,4884,"159,483","7,547",350028,11706,"386,578","24,844",370271,6766,"427,037","50,000"
28-Aug-21,27554,693,"31,649","3,402",31237,338,"32,111",536,9246,172,"9,835",417,91448,861,"98,339","6,030",147317,4909,"160,088","7,862",351329,11759,"388,296","25,208",371799,6803,"428,254","49,652"
29-Aug-21,27950,694,"31,861","3,217",31259,338,"32,157",560,9259,173,"9,855",423,91995,861,"98,739","5,883",147852,4927,"160,759","7,980",352331,11799,"389,688","25,558",372727,6812,"429,422","49,883"
30-Aug-21,28267,695,"31,861","2,899",31333,338,"32,200",529,9282,173,"9,870",415,92245,863,"98,951","5,843",148541,4944,"161,381","7,896",354271,11823,"391,297","25,203",372982,6834,"430,594","50,778"
31-Aug-21,28418,697,"32,095","2,980",31414,338,"32,230",478,9300,173,9906,433,92422,866,"99,263","5,975",148978,4963,"161,853","7,912",355456,11876,"393,136","25,804",373770,6875,"431,636","50,991"
1-Sep-21,28672,698,"32,228","2,858",31428,339,"32,248",481,9390,173,"9,919",356,92605,866,"99,516","6,045",149670,4988,"162,402","7,744",357121,11915,"394,738","25,702",375012,6910,"432,637","50,715"
2-Sep-21,28956,702,"32,380","2,722",31434,339,"32,282",509,9402,173,"9,952",377,92860,866,"99,910","6,184",150234,5015,"163,010","7,761",360056,11959,"396,326","24,311",375930,6924,"433,931","51,077"
3-Sep-21,29204,702,"32,484","2,578",31495,339,"32,329",495,9444,174,"9,993",375,93200,868,"100,242","6,174",150694,5041,"163,677","7,942",361071,11979,"397,694","24,644",380359,6932,"435,159","47,868"
4-Sep-21,29456,703,"32,614","2,455",31528,340,"32,341",473,9444,175,"10,016",397,93425,870,"100,492","6,197",150961,5069,"164,162","8,132",362066,12013,"399,635","25,556",381061,6944,"436,298","48,293"
5-Sep-21,29655,706,"32,718","2,357",31540,340,"32,374",494,9469,175,"10,039",395,93622,873,"100,758","6,263",151406,5087,"164,732","8,239",363541,12039,"401,373","25,793",381648,6955,"437,311","48,708"
6-Sep-21,29826,708,"32,824","2,290",31617,340,"32,403",446,9519,177,"10,051",355,93835,874,"100,956","6,247",152098,5107,"165,200","7,995",364776,12066,"403,157","26,315",382648,6960,"438,327","48,719"
7-Sep-21,29959,712,"32,873","2,202",31665,342,"32,411",404,9545,178,"10,065",342,94133,877,"101,249","6,239",152401,5130,"165,512","7,981",366431,12096,"405,005","26,478",383455,6995,"439,119","48,669"
8-Sep-21,30126,712,"32,942","2,104",31729,342,"32,456",385,9582,179,"10,084",323,94814,877,"101,550","5,859",153204,5155,"165,980","7,621",368152,12118,"406,960","26,690",384369,7030,"440,164","48,765"
9-Sep-21,30281,714,"33,037","2,042",31773,342,"32,480",365,9590,179,"10,109",340,95503,879,"101,840","5,458",153619,5175,"166,564","7,770",369851,12135,"408,758","26,772",385495,7073,"441,410","48,842"
10-Sep-21,30424,715,"33,131","1,992",31826,342,"32,517",349,9620,179,"10,127",328,96037,884,"102,094","5,173",153933,5200,"167,154","8,021",371661,12171,"410,463","26,631",386366,7089,"442,401","48,946"
11-Sep-21,30644,716,"33,210","1,850",31858,342,"32,549",349,9668,179,"10,150",303,96669,886,"102,347","4,792",154454,5225,"167,782","8,103",372697,12198,"411,808","26,913",386998,7116,"443,521","49,407"
12-Sep-21,30877,718,"33,268","1,673",31877,342,"32,569",350,9681,179,"10,162",302,97183,887,"102,617","4,547",155040,5250,"168,258","7,968",374502,12211,"413,182","26,469",387625,7133,"444,464","49,706"
13-Sep-21,31038,721,"33,379","1,620",31913,342,"32,591",336,9685,181,"10,168",302,97758,889,"102,863","4,216",155408,5270,"168,748","8,070",375878,12225,"414,390","26,287",388496,7159,"445,369","49,714"
14-Sep-21,31164,724,"33,432","1,544",31954,344,"32,618",320,9684,182,"10,168",302,98388,889,"103,125","3,848",155751,5290,"169,040","7,999",377082,12259,"415,654","26,313",393393,7177,"446,045","45,475"
15-Sep-21,31343,727,"33,490","1,420",31985,344,"32,658",329,9747,182,"10,198",269,98789,892,"103,293","3,612",156532,5310,"169,429","7,587",379916,12291,"416,901","24,694",400027,7192,"446,840","39,621"
16-Sep-21,31501,727,"33,551","1,323",32003,344,"32,671",324,9791,182,"10,204",231,99317,893,"103,549","3,339",157159,5329,"169,972","7,484",381942,12319,"418,196","23,935",400523,7210,"447,678","39,945"
17-Sep-21,31662,728,"33,628","1,238",32048,344,"32,707",315,9819,182,"10,222",221,99792,895,"103,720","3,033",157778,5354,"170,391","7,259",383536,12345,"419,423","23,542",411317,7224,"448,658","30,117"
18-Sep-21,31783,728,"33,682","1,171",32071,344,"32,722",307,9827,182,"10,232",223,99989,899,"103,923","3,035",158240,5374,"170,738","7,124",385108,12365,"420,615","23,142",412544,7243,"449,349","29,562"
19-Sep-21,31906,729,"33,732","1,097",32082,344,"32,757",331,9841,182,"10,240",217,100280,902,"104,114","2,932",158513,5395,"171,072","7,164",386645,12396,"421,800","22,759",413459,7258,"450,126","29,409"
20-Sep-21,32016,729,"33,787","1,042",32096,344,"32,769",329,9859,182,"10,245",204,100511,902,"104,242","2,829",158901,5412,"171,388","7,075",387899,12407,"422,790","22,484",413756,7270,"450,787","29,761"
21-Sep-21,32104,733,"33,821",984,32167,344,"32,772",261,9873,182,"10,257",202,100788,904,"104,348","2,656",159194,5426,"171,589","6,969",389260,12449,"423,670","21,961",414270,7289,"451,448","29,889"
22-Sep-21,32187,733,"33,864",944,32191,345,"32,796",260,9892,182,"10,264",190,100940,905,"104,472","2,627",159865,5444,"171,874","6,565",390863,12470,"424,701","21,368",414979,7295,"452,267","29,993"
23-Sep-21,32269,734,"33,923",920,32218,345,"32,812",249,9901,183,"10,277",193,101199,907,"104,619","2,513",160504,5463,"172,210","6,243",392387,12490,"425,703","20,826",415127,7310,"453,051","30,614"
24-Sep-21,32323,734,"33,955",898,32235,345,"32,828",248,9906,184,"10,286",196,101360,909,"104,764","2,495",161318,5480,"172,498","5,700",393786,12514,"426,639","20,339",415466,7316,"453,858","31,076"
25-Sep-21,32396,734,"33,990",860,32261,346,"32,837",230,9912,184,"10,289",193,101491,910,104913,"2,512",161528,5488,"172,766","5,750",394923,12535,"427,583","20,125",424811,7327,"454,510","22,372"
26-Sep-21,32479,735,"34,020",806,32275,346,"32,849",228,9912,184,"10,296",200,101813,915,105021,"2,293",162223,5498,"173,023","5,302",396090,12553,"428,394","19,751",425620,7335,"455,065","22,110"
27-Sep-21,32553,735,"34,046",758,32313,346,"32,861",202,9914,184,"10,299",201,101919,916,"105,120","2,285",162528,5507,"173,210","5,175",397009,12559,"429,081","19,513",425941,7350,"455,808","22,517"
28-Sep-21,32606,737,"34,074",731,32345,348,"32,875",182,9931,184,"10,308",193,102019,919,"105,217","2,279",162810,5514,"173,353","5,029",398215,12575,"429,655","18,865",426293,7361,"456,343","22,689"
29-Sep-21,32698,737,"34,101",666,32368,348,"32,888",172,9931,184,"10,311",196,102104,922,"105,287","2,261",163109,5525,"173,548","4,914",399372,12595,"430,353","18,386",427607,7379,"456,897","21,911"
30-Sep-21,32754,738,"34,127",635,32394,348,"32,916",174,9931,184,"10,321",206,102206,923,"105,417","2,288",163690,5537,"173,796","4,569",400506,12617,"431,092","17,969",428085,7382,"457,458","21,991"
1-Oct-21,32813,738,"34,157",606,32408,348,"32,926",170,9931,184,"10,328",213,102293,924,"105,516","2,299",163908,5547,"174,017","4,562",401521,12637,"431,666","17,508",427716,7407,"457,928","22,805"
2-Oct-21,32866,738,"34,193",589,32435,349,"32,943",159,9952,184,"10,329",193,102380,926,"105,590","2,284",164290,5559,"174,260","4,411",402637,12661,"432,190","16,892",428877,7414,"458,697","22,406"
3-Oct-21,32919,738,"34,216",559,32443,349,"32,956",164,9964,184,"10,331",183,102458,927,"105,664","2,279",164605,5571,"174,490","4,314",403563,12672,"432,809","16,574",429537,7425,"459,392","22,430"
4-Oct-21,32970,738,"34,234",526,32454,349,"32,981",178,9986,186,"10,332",160,102533,928,"105,733","2,272",164765,5580,"174,671","4,326",404553,12685,"433,286","16,048",429988,7427,"460,111","22,696"
5-Oct-21,33047,738,"34,253",468,32482,349,"32,992",161,10002,186,"10,334",146,102604,929,"105,801","2,268",164956,5593,"174,841","4,292",405287,12710,"433,687","15,690",430505,7442,"460,748","22,801"
6-Oct-21,33110,738,"34,278",430,32495,349,"33,004",160,10018,186,"10,338",134,102746,930,"105,839","2,163",165426,5608,"175,012","3,978",406169,12724,"434,139","15,246",431090,7451,"461,258","22,717"
7-Oct-21,33167,739,"34,299",393,32512,349,"33,026",165,10019,186,"10,338",133,102870,930,"105,930","2,130",165645,5613,"175,212","3,954",407113,12744,"434,647","14,790",431568,7471,"461,869","22,830"
8-Oct-21,33208,739,"34,316",369,32524,349,"33,040",167,10028,186,"10,341",127,102948,930,"105,983","2,105",165865,5623,"175,358","3,870",407880,12757,"435,040","14,403",432074,7474,"462,155","22,607"
9-Oct-21,33246,739,"34,326",341,32532,349,"33,069",188,10035,186,"10,344",123,103004,931,"106,058","2,123",166236,5632,"175,584","3,716",408622,12770,"435,512","14,120",432074,7480,"462,295","22,741"
10-Oct-21,33276,739,"34,339",324,32534,350,"33,072",188,10035,186,"10,348",127,103105,931,"106,113","2,077",166431,5636,"175,735","3,668",409143,12780,"435,882","13,959",432784,7484,"462,466","22,198"
11-Oct-21,33300,739,"34,350",311,32549,350,"33,076",177,10042,186,"10,350",122,103210,932,"106,153","2,011",166605,5645,"175,974","3,724",409799,12785,"436,197","13,613",433057,7497,"462,859","22,305"
12-Oct-21,33333,739,"34,354",282,32566,350,"33,083",167,10082,186,"10,353",85,103284,933,"106,201","1,984",166728,5650,"176,048","3,670",410266,12792,"436,442","13,384",433483,7502,"463,167","22,182"
13-Oct-21,33362,740,"34,360",258,32583,350,"33,092",159,10102,186,"10,359",71,103520,935,"106,241","1,786",167028,5657,"176,194","3,509",410924,12800,"436,720","12,996",433906,7505,"463,703","22,292"
14-Oct-21,33395,740,"34,372",237,32597,352,"33,100",151,10104,186,"10,361",71,103632,935,"106,312","1,745",167314,5666,"176,366","3,386",411886,12808,"437,032","12,338",434247,7514,"464,142","22,381"
15-Oct-21,33426,740,"34,380",214,32608,352,"33,108",148,10104,186,"10,363",73,103761,936,"106,357","1,660",167468,5673,"176,501","3,360",412162,12821,"437,316","12,333",435061,7520,"464,746","22,165"
16-Oct-21,33451,740,"34,385",194,32633,352,"33,114",129,10107,186,"10,366",73,103828,937,"106,402","1,637",167668,5679,"176,650","3,303",414813,12833,"437,572","9,926",445938,7525,"465,175","11,712"
17-Oct-21,33469,740,"34,397",188,32639,352,"33,120",129,10107,186,"10,369",76,104317,937,"106,445","1,191",167893,5683,"176,774","3,198",415269,12842,"437,793","9,682",446184,7529,"465,486","11,773"
18-Oct-21,33483,740,"34,402",179,32647,352,"33,128",129,10108,186,"10,369",75,104526,937,"106,469","1,006",168087,5686,"176,886","3,113",415646,12849,"437,974","9,479",446400,7530,"465,819","11,889"
19-Oct-21,33514,740,"34,406",152,32678,354,"33,133",101,10110,186,"10,370",74,104678,937,"106,504",889,168185,5689,"176,950","3,076",416010,12861,"438,133","9,262",446535,7533,"466,154","12,086"
20-Oct-21,33546,740,"34,412",126,32692,354,"33,138",92,10114,186,"10,370",70,104807,937,"106,543",799,168411,5693,"177,038","2,934",416399,12868,"438,271","9,004",446718,7534,"466,432","12,180"
21-Oct-21,33569,740,"34,417",108,32709,354,"33,149",86,10114,186,"10,374",74,105154,938,"106,571",479,168511,5698,"177,132","2,923",416911,12876,"438,433","8,646",446831,7536,"466,750","12,383"
22-Oct-21,33580,740,"34,422",102,32712,354,"33,159",93,10114,186,"10,376",76,105297,938,"106,615",380,168751,5704,"177,240","2,785",417275,12883,"438,636","8,478",447034,7539,"466,945","12,372"
23-Oct-21,33594,740,"34,428",94,32717,354,"33,171",100,10120,186,"10,382",76,105239,938,"106,655",478,168895,5710,"177,349","2,744",417684,12891,"438,818","8,243",447256,7540,"467,142","12,346"
24-Oct-21,33606,740,"34,435",89,32727,355,"33,185",103,10124,186,"10,383",73,105302,938,"106,679",439,169051,5715,"177,440","2,674",418000,12895,"438,989","8,094",447432,7548,"467,425","12,445"
25-Oct-21,33613,740,"34,441",88,32740,355,"33,196",101,10124,186,"10,383",73,105374,938,"106,710",398,169190,5720,"177,519","2,609",418257,12896,"439,171","8,018",447615,7551,"467,814","12,648"
26-Oct-21,33619,740,"34,443",84,32748,355,"33,204",101,10147,186,"10,386",53,105444,938,"106,749",367,169278,5724,"177,553","2,551",418234,12898,"439,307","8,175",447748,7551,"468,164","12,865"
27-Oct-21,33626,740,"34,450",84,32756,355,"33,211",100,10147,186,"10,387",54,105489,938,"106,777",350,169466,5729,"177,646","2,451",418470,12903,"439,450","8,077",447981,7555,"468,401","12,865"
28-Oct-21,33632,740,"34,455",83,32765,356,"33,220",99,10147,186,"10,387",54,105518,938,"106,813",357,169649,5733,"177,723","2,341",418766,12904,"439,653","7,983",448697,7557,"468,776","12,522"
29-Oct-21,33640,740,"34,461",81,32775,356,"33,228",97,10151,186,"10,389",52,105578,939,"106,835",318,169953,5738,"177,807","2,116",419007,12909,"439,845","7,929",449001,7563,"469,122","12,558"
30-Oct-21,33650,740,"34,470",80,32782,356,"33,244",106,10151,186,"10,390",53,105610,939,"106,874",325,170185,5740,"177,889","1,964",419255,12915,"440,003","7,833",449308,7563,"469,475","12,604"
31-Oct-21,33662,740,"34,477",75,32787,356,"33,248",105,10151,186,"10,390",53,105637,940,"106,896",319,170436,5745,"177,968","1,787",419463,12915,"440,139","7,761",449399,7567,"469,960","12,994"
1-Nov-21,33673,740,"34,478",65,32793,356,"33,263",114,10151,186,"10,390",53,105677,940,"106,921",304,170720,5748,"178,074","1,606",419602,12918,"440,259","7,739",449943,7568,"470,175","12,664"
2-Nov-21,33682,740,"34,481",59,32795,356,"33,267",116,10152,186,"10,390",52,105728,940,"106,945",277,170802,5751,"178,135","1,582",419797,12924,"440,378","7,657",450031,7569,"470,421","12,821"
3-Nov-21,33690,741,"34,487",56,32811,356,"33,274",107,10164,186,"10,391",41,105747,940,"106,990",303,170973,5754,"178,204","1,477",419952,12929,"440,542","7,661",450194,7571,"470,690","12,925"
4-Nov-21,33695,741,"34,489",53,32817,356,"33,280",107,10174,186,"10,392",32,105768,941,"107,022",313,171069,5757,"178,319","1,493",420076,12936,"440,678","7,666",450486,7579,"470,978","12,913"
5-Nov-21,33698,741,"34,491",52,32830,356,"33,307",121,10176,186,"10,392",30,105815,943,"107,063",305,171219,5761,"178,427","1,447",419980,12940,"440,788","7,868",450707,7580,"471,205","12,918"
6-Nov-21,33701,741,"34,492",50,32845,357,"33,325",123,10176,186,"10,393",31,105851,944,"107,103",308,171265,5765,"178,512","1,482",420171,12943,"440,918","7,804",450861,7582,"471,497","13,054"
