Date,AJK_Recovered,AJK_Deaths,"AJK Total 
Positive","AJK
Total 
Infected",Balochistan_Recovered,Balochistan_Deaths,"Balochistan
Total 
Positive","Balochistan Total 
Infected",GB_Recovered,GB_Deaths,"GB Total
Positive","GB Total 
Infected",Islamabad_Recovered,Islamabad_Deaths,"Islamabad 
Total 
Positive","Islamabad_Total 
Infected",KP_Recovered,KP_Deaths,"KP Total 
Positive","KP Total 
Infected",Punjab_Recovered,Punjab_Deaths,"Punjab 
Total P","Punjab 
Total 
Infected",Sindh_Recovered,Sindh_Deaths,"Sindh 
Total P","Sindh
Total 
Infected"
22-Mar-22,42396,792,"43,222",34,35060,378,"35,459",21,11441,191,"11,672",40,133746,1022,"134,973",205,211461,6307,"218,736",968,488793,13551,"504,507","2,163",553899,8092,"573,850","11,859"
24-Mar-22,42412,792,"43,237",33,35070,378,"35,460",12,11446,191,"11,675",38,133799,1022,"135,003",182,211691,6307,"218,819",821,490102,13551,"504,639",986,560156,8092,"574,239","5,991"
25-Mar-22,42419,792,"43,238",27,35074,378,"35,467",15,11453,191,"11,688",44,133819,1022,"135,006",165,211718,6309,"218,838",811,490078,13551,"504,697","1,068",560157,8093,"574,467","6,217"
26-Mar-22,42423,792,"43,239",24,35077,378,"35,468",13,11453,191,"11,693",49,133839,1022,"135,016",155,211917,6312,"218,860",631,490216,13551,"504,765",998,560160,8094,"574,549","6,295"
27-Mar-22,42426,792,"43,244",26,35079,378,"35,469",12,11453,191,"11,695",51,133861,1023,"135,023",139,211997,6315,"218,898",586,490324,13551,"504,841",966,560176,8095,"574,730","6,459"
28-Mar-22,42429,792,"43,249",28,35080,378,"35,469",11,11453,191,"11,696",52,133883,1023,"135,038",132,212003,6315,"218,937",619,490401,13552,"504,894",941,560177,8098,"574,803","6,528"
29-Mar-22,42432,792,"43,254",30,35080,378,"35,471",13,11456,191,"11,699",52,133893,1023,"135,048",132,212016,6315,"218,968",637,490419,13553,"504,926",954,560117,8095,"574,989","6,777"
30-Mar-22,42440,792,"43,261",29,35085,378,"35,471",8,11456,191,"11,700",53,133907,1023,"135,058",128,212078,6316,"218,988",594,490429,13554,"504,962",979,560214,8095,"575,109","6,800"
31-Mar-22,42444,792,"43,261",25,35088,378,"35,472",6,11481,191,"11,702",30,133920,1023,"135,072",129,212115,6319,"219,026",592,490436,13556,"505,003","1,011",560251,8096,"575,257","6,910"
1-Apr-22,42448,792,"43,269",29,35088,378,"35,474",8,11481,191,"11,708",36,133932,1023,"135,075",120,212127,6321,"219,062",614,490456,13557,"505,054","1,041",560392,8097,"575,331","6,842"
2-Apr-22,42453,792,"43,274",29,35089,378,"35,475",8,11481,191,"11,708",36,133942,1023,"135,083",118,212152,6322,"219,081",607,490462,13557,"505,087","1,068",560417,8097,"575,473","6,959"
3-Apr-22,42456,792,"43,276",28,35089,378,"35,476",9,11481,191,"11,710",38,133952,1023,"135,088",113,212195,6322,"219,106",589,490493,13558,"505,127","1,076",560447,8097,575683,"7,139"
4-Apr-22,42458,792,"43,277",27,35090,378,"35,476",8,11481,191,"11,714",42,133961,1023,"135,093",109,212420,6322,"219,131",389,490514,13558,"505,148","1,076",560447,8097,"575,781","7,237"
5-Apr-22,42462,792,"43,280",26,35092,378,"35,478",8,11492,191,"11,714",31,133973,1023,"135,099",103,212251,6322,"219,146",573,490535,13558,"505,186","1,093",560447,8097,"575,872","7,328"
6-Apr-22,42466,792,"43,281",23,35093,378,"35,478",7,11496,191,"11,715",28,133984,1023,"135,103",96,212343,6322,"219,173",508,490545,13588,"505,224","1,091",560537,8097,"575,949","7,315"
7-Apr-22,42470,792,"43,283",21,35093,378,"35,479",8,11496,191,"11,716",29,133994,1023,"135,110",93,212388,6322,"219,201",491,490556,13558,"505,267","1,153",560537,8097,"576,037","7,403"
11-Apr-22,42484,792,"43,301",25,35098,378,"35,480",4,11498,191,"11,719",30,134029,1023,"135,127",75,212478,6322,"219,273",473,490677,13558,"505,412","1,177",560615,8097,"576,354","7,642"
12-Apr-22,42487,792,"43,301",22,35099,378,"35,480",3,11501,191,"11,720",28,134036,1032,"135,130",62,212491,6322,"219,282",469,490683,13559,"505,435","1,193",560663,8097,"576,380","7,620"
13-Apr-22,42493,792,"43,301",16,35101,378,"35,480",1,11504,191,"11,720",25,134042,1023,"135,139",74,212522,6322,"219,296",452,490684,13559,"505,486","1,243",560730,8097,"576,407","7,580"
14-Apr-22,42493,792,"43,303",18,35101,378,"35,481",2,11504,191,"11,722",27,134046,1023,"135,141",72,212541,6322,"219,308",445,490720,13559,"505,528","1,249",560739,8097,"576,469","7,633"
15-Apr-22,42497,792,"43,304",15,35102,378,"35,481",1,11504,191,"11,723",28,134050,1023,"135,148",75,212583,6322,"219,333",428,490758,13559,"505,586","1,269",563321,8098,"576,500","5,081"
17-Apr-22,42501,792,"43,306",13,35102,378,"35,483",3,11525,191,"11,729",13,134058,1023,"135,150",69,212639,6322,"219,371",410,490860,13559,"505,660","1,241",566921,8098,"576,549","1,530"
18-Apr-22,42503,792,"43,306",11,35102,378,"35,483",3,11525,191,"11,735",19,134062,1023,"135,157",72,212645,6323,"219,385",417,490904,13559,"505,690","1,227",566921,8098,"576,570","1,551"
19-Apr-22,42505,792,"43,306",9,35102,378,"35,483",3,11525,191,"11,736",20,134065,1023,"135,159",71,212649,6323,"219,389",417,490934,13559,"505,720","1,227",566927,8098,"576,618","1,593"
20-Apr-22,42506,792,"43,306",8,35102,378,"35,483",3,11528,191,"11,736",17,134069,1023,"135,165",73,212687,6323,"219,397",387,490970,13560,"505,757","1,227",566934,8101,"576,642","1,607"
21-Apr-22,42507,792,"43,306",7,35103,378,"35,483",2,11528,191,"11,737",18,134073,1023,"135,165",69,212699,6323,"219,411",389,491022,13560,"505,810","1,228",566938,8101,"576,677","1,638"
22-Apr-22,42507,792,"43,308",9,35104,378,"35,483",1,11529,191,"11,737",17,134077,1023,"135,168",68,212707,6323,"219,422",392,491068,13560,"505,857","1,229",566941,8101,"576,694","1,652"
25-Apr-22,42510,792,"43,310",8,35105,378,"35,484",1,11532,191,"11,737",14,134089,1023,"135,178",66,212756,6324,"219,460",380,491193,13560,"506,018","1,265",566956,8101,"576,769","1,712"
26-Apr-22,42512,792,"43,310",6,35105,378,"35,484",1,11532,191,"11,738",15,134091,1023,"135,180",66,212758,6324,"219,466",384,491234,13560,"506,068","1,274",566971,8101,"576,815","1,743"
28-Apr-22,42513,792,"43,310",5,35105,378,"35,485",2,11532,191,"11,739",16,134095,1023,"135,193",75,212790,6324,"219,497",383,491317,13561,"506,168","1,290",567081,8102,"576,880","1,697"
29-Apr-22,42513,792,"43,310",5,35106,378,"35,486",2,11534,191,"11,740",15,134102,1023,"135,196",71,212814,6324,"219,509",371,491423,13561,"506,211","1,227",567088,8102,"576,895","1,705"
30-Apr-22,42513,792,"43,310",5,35106,378,"35,486",2,11534,191,"11,740",15,134102,1023,"135,201",76,212814,6324,"219,516",378,491423,13561,"506,249","1,265",567088,8102,"576,909","1,719"
2-May-22,42514,792,"43,311",5,35106,378,"35,486",2,11534,191,"11,740",15,134109,1023,"135,213",81,212828,6324,"219,525",373,491511,13652,"506,305","1,142",567104,8102,"576,937","1,731"
3-May-22,42514,792,"43,313",7,35106,378,"35,486",2,11534,191,"11,741",16,134113,1023,"135,216",80,212850,6324,"219,528",354,491539,13562,"506,339","1,238",567104,8102,"576,941","1,735"
4-May-22,42514,792,"43,313",7,35108,378,"35,486",0,11534,191,"11,741",16,134113,1023,"135,217",81,212864,6324,"219,528",340,491573,13562,"506,365","1,230",567114,8102,"576,953","1,737"
5-May-22,42514,792,"43,313",7,35108,378,"35,486",0,11534,191,"11,741",16,134117,1023,"135,218",78,212864,6324,"219,532",344,491610,13562,"506,377","1,205",567114,8102,"576,957","1,741"
6-May-22,42514,792,"43,313",7,35108,378,"35,486",0,11534,191,"11,743",18,134117,1023,"135,218",78,212865,6324,"219,532",343,491662,13562,"506,399","1,175",567114,8102,"576,962","1,746"
7-May-22,42515,792,"43,313",6,35108,378,"35,486",0,11534,191,"11,745",20,134129,1023,"135,229",77,212871,6324,"219,533",338,491690,13562,"506,417","1,165",567123,8102,"576,969","1,744"
8-May-22,42516,792,"43,314",6,35108,378,"35,486",0,11546,191,"11,745",8,134133,1024,"135,235",78,212878,6324,"219,536",334,491735,13562,"506,447","1,150",567210,8104,"576,975","1,661"
9-May-22,42516,792,"43,314",6,35108,378,"35,486",0,11546,191,"11,745",8,134136,1024,"135,238",78,212882,6324,"219,554",348,491767,13562,"506,481","1,152",567236,8104,"576,984","1,644"
12-May-22,42519,792,"43,314",3,35108,378,"35,486",0,11550,191,"11,745",4,134147,1024,"135,268",97,212919,6324,"219,568",325,491870,13562,"506,595","1,163",567286,8105,"577,013","1,622"
13-May-22,42519,792,"43,315",4,35108,378,"35,487",1,11550,191,"11,745",4,134151,1024,"135,275",100,212924,6324,"219,582",334,491902,13562,"506,640","1,176",567286,8105,"577,038","1,647"
14-May-22,42519,792,"43,317",6,35108,378,"35,487",1,11550,191,"11,745",4,134155,1024,"135,281",102,212929,6324,"219,591",338,491927,13562,"506,679","1,190",567286,8105,"577,067","1,676"
15-May-22,42519,792,"43,317",6,35108,378,"35,487",1,11550,191,"11,745",4,134159,1024,"135,288",105,213954,6324,"219,595",-683,491954,13562,"506,718","1,202",567293,8105,"577,101","1,703"
16-May-22,42519,792,"43,320",9,35108,378,"35,491",5,11550,191,"11,745",4,134163,1024,"135,293",106,213092,6324,"219,597",181,491983,13562,"506,783","1,238",567299,8105,"577,124","1,720"
17-May-22,42521,792,"43,320",7,35108,378,"35,492",6,11550,191,"11,747",6,134169,1024,"135,301",108,213093,6324,"219,599",182,492015,13563,"506,804","1,226",567334,8106,"577,142","1,702"
